,target,text
5140,0,yeah imagine gentle unlike docs treat patients like turkeys
3577,0,sign maturity start saying big things actually is start understanding small things have nice evening bslvyl
5990,1,new mobile mobiles with go txt by nokia no collect the todayfrom free txtauction
4738,0,nt driving reasons called bbdthts chikku hw abt dvg coldheard tht vinobanagar violence hw conditionand hw ru problem
2686,1,urgent trying contact u todays draw shows won prize guaranteed land line claim valid 
1918,0,leaving yet ok lor n eat u thk
5097,0,sorry mates phone didnt write love kate
1247,0,know u mean king havin credit im now night night sweet sleep
5730,1,brand new online mobile phone agent mob news plus just loads goodies out info text mat
2869,0,aight tomorrow ltgt
898,0,im it hope agents dont drop ive booked things year boston nyc experiment
6062,1,thanks no ringtone order of reference number mobile pay charged tone arrive customer name services
6892,1,ios panasonic secure bluetoothhdset free mobile nokia nokia free motorola free doublemins and doubletxt orange mobility contract
6413,1,box urgent landline announcements complimentary tenerife travel holiday cash boxes await collection via sae service tcs box
5721,1,go ree test entry new weekly comp break chance win over ipod txt pod entry std txt membership rate tcs apply more details
5520,0,no dont want hear
6342,1,time tried not contact u u was won 500 pound 2 prize claim more easy now min btnationalrate
5445,0,thats fine got bud night
6132,1,won teams guaranteed and cash prize claim yr prize customer representative service representative service cost
1383,0,ok arm feeling weak cuz got shot time
2420,1,sms services inclusive text credits pls gotto wwwcomuknet login unsubscribe stop extra charge help 
753,0,dont gimme lip caveboy
7006,1,free ringtone waiting times collected simply text chat password mix sms verify baby usher britney fml ping po box
760,0,youcarlos isare here phones vibrate acting hear texts
1858,0,hate this turns fun shopping trip annoying day look house
669,0,good evening ttyl
5791,1,chance win unlimited free bluetooth telephone headset if simply send reply adp
2525,1,free entry weekly comp send word win now tc wwwtxttowincouk
4631,0,everybody fun evening miss you
4210,0,want kfc tuesday buy meals gravy mark 
1371,0,hope feeling great pls fill in abiola
4772,0,hii got money da
4121,0,babe goes day miss already love loving kiss hope goes well
1945,0,yeah ill leave couple minutes amp let know mu
5582,1,our new personal mobiles go up txt nokia but no collect todayfrom
1690,0,bring tat cd don forget
1602,0,carlos taking sweet time usual let know patty donewant smoke ill tell haul ass
3164,1, time tried contact u u won prize claim tcsstop sms 
7359,1,todays and vodafone round numbers ending digits selected also received award number in matches claim game award
5345,0,wat now
988,0,geeee miss already know think about fuck cant wait till year loving kiss
5245,0,thank princess want nice juicy booty
3281,0,badrith chennaii surely pick usno competition him
4897,0, half years missed friendship
4323,0,sorry able you morning
325,0,problem doing
7365,1,tv alfie moons children that need hope song ur mob tell off ur news txt tone charity nokias poly charity os polys zed circle profit art charity
6096,1,free data entry wkly live comp game win sunderland fa super cup final player tkts in text fa receive entry questionstd or txt ratetcs player apply
4905,0,no didnt mean post it wrote it like times ive ritten stuff you let sit there feeling time angry left hit send stop wasnt there checked phone got car wasnt there said didnt sleep bored wouldnt time clean fold laundry etc bed
6799,1,team congratulations two weeks competition win draw u won prize claim tcsstop sms
7484,1,want latest video handset anytime network 20 mins at half the price line auto rental or reply delivery tomorrow
5105,0,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob
3723,0,im movie collect car oredi
5826,1,the santa america calling 2009 little little ones like me santa xmas eve 2009 book time tc wwwsantacallingcom
1054,0,jays getting impatient belligerent
5851,1,special weeks savamob academy member offers widely accessible course details via savamob pobox savamob actively offers mobile
5107,0,need kiss u miss u baby ur baby 
2350,0,yar ill thk sorts funny things
4616,1,sunshine quiz win super sony dvd recorder canname capital australia text mquiz b
4598,0,heat pa applyed oil pa
3898,0,no thank you youve wonderful
3111,1,good luck draw takes place feb good luck removal send stop customer services 
1736,0,tired special
595,0,met stranger choose friend long world stands friendship ends lets friends forever gud nitz
1007,1,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract 
2097,0,im done
4279,0,ive reached home finally
3846,0,mmmm cant wait lick it
4267,0,greatest test courage earth bear defeat losing heartgn tc
516,0,sno competition him
3293,0,dear good morning feeling dear
1101,0,busy come point figure were tomorrow
2639,0,gobi arts college
6703,1,chance claim a ur number worth discount voucherstext yes can nowsavamobmember the offers only mobile t and cs and sub version remove and txt x stop
7370,1,urgent attempt at contact u prize crew yesterday awaiting collection visa claim
2963,0,nonenowhere ikno doesdiscountshitinnit
2954,1,urgent mobile awarded bonus caller prize final attempt contact u 
5546,0,ic lotta childporn cars then
1292,0,hey babe saw came online second disappeared happened 
4975,0,aiyo u poor thing u dun wan eat u bathe already
2193,0,congrats treat pendingi mail dayswill mail thrurespect mother homecheck mails
6343,1,private net account statement shows an unredeemed message s points i m points personal identifier business code expires
1131,0,howz painhope u r fine
2691,1,sports fans latest sports news str ur mobile wk free plus free tone txt sport wwwgetzedcouk norm 
1168,0,lol im hot air balloon
5202,0,wot student discount u books
4803,0,reverse cheating mathematics
960,0,
1818,0,watch shrek 
781,0,opinion me jada kusruthi lovable silent spl character matured stylish simple pls reply
2005,0,goodmorning today late ltdecimalgt min
1901,0,miss vday parachute double coins u know well
587,0,dun thk ill quit yet hmmm jazz yogasana oso can meet em lessons den
2950,0,bruce b downs amp fletcher
4412,0,ya cant display internal subs gotta extract
6290,1,at gent trying contact for you weekends draw shows won the prize guaranteed contract claim only code valid only
1096,0,ryder unsoldnow gibbs
742,0,all little time thing good times ahead
417,0,alright new goal
65,1,valued customer pleased advise following recent review mob no awarded bonus prize 
3679,1,promotion number ur awarded city break win summer shopping spree wk txt store skilgme 
2687,0,r modelsony ericson der ltgt it luks good bt forgot modl
6847,1,text meet you sexy today or u find date flirt u go join crew reply by age you eg go sam i msg recdthirtyeight pence
2329,0,day asked anand number why
4935,0,hey want buy
2407,0,best dialogue cute reltnship wen die dont come near body bcoz hands come wipe ur tears timegud 
5998,1,online fancy shag dointerested with sextextukcom 11 txt double xxuk or suzy txts cost msg and tncs network website zone x
1567,0,late
2896,0,went ganesh dress shop
6595,1,enjoy time jamster clubs videosound games gold club credits a new wave logosmusicnews fun jamstercouk credits help call
4350,0,bot notes oredi cos juz rem got
6063,1,but youve won tkts cup 4 final on cash collect against pobox
3597,0,good morning princess happy new year
59,0,yesgauti sehwag odi series
3819,1, xmas iscoming ur awarded cd gift vouchers free entry r weekly draw txt music tnc
1183,0,k sec breaking ltgt cstore
6772,1,oh god ive found her number again mr im is glad he text xafter msgs in cst u std g ntwk chg
1992,0,valentines huh proof fb page ugh im glad didnt watch rupaul tool
3161,0,ur hdd casing cost
4810,0,dont worry though understand important place poorly thought punishment face worst thing happened me brb gonna kill
1715,0,yeah dont
2731,0,havent lei mon can
4649,0,okay going sleep now later
2191,0,ooh im gonna start belly dancing moseley weds u want join me cafe too
7548,1,no free entry weekly with comp or send and word enter content now version tc wwwtextcompcom cust care
6183,1,no nokia personal tone name ur i mob week list txt nok tone free life txtin tell us ur friends reply hl
3908,0,means fat head
4606,0,need im campus atm pick hour two
5699,1,active thesmszonecom feature lets send free anonymous masked online messagesim sending message when theredo any potential email abuse
305,1,sms ac blind date aberdeen united kingdom check sms blind dates send hide
5936,1,urgent mobile 2014 won best bonus caller prize for attempt reach for you asap
6773,1,date forwarded entry weekly comp mail send my word enter address now http tc wwwtextcompcom
6658,1,urgent digital mobile awarded bonus caller first prize attempt contact you via bt local national rate
